Link,Title,Intro
/vinfo/us/security/news/cybercrime-and-digital-threats/-zealot-campaign-and-the-lazarus-group-end-the-year-with-cryptocurrency-mining-attacks,“Zealot” Campaign and the Lazarus Group End the Year With Cryptocurrency Mining Attacks,"With cryptocurrency prices hitting new highs recently, it’s no surprise that cybercriminals are starting to become more aggressive in terms of profiting from these digital currencies. "
/vinfo/us/security/news/cybercrime-and-digital-threats/by-the-numbers-are-your-smart-home-devices-being-used-as-cryptocurrency-miners,By the Numbers: Are Your Smart Home Devices Being Used as Cryptocurrency Miners? ,Our data shows a huge increase in home network attacks attempting cryptocurrency mining activities. This spike coincides with the recent rise in the value of major cryptocurrencies.  
/vinfo/us/security/news/cybercrime-and-digital-threats/-south-korean-cryptocurrency-exchange-bithumb-hacked, South Korean Cryptocurrency Exchange Bithumb Hacked,"One of the largest cryptocurrency exchange platforms in the world was hacked, with thousands of user accounts compromised.   "
/vinfo/us/security/news/cybercrime-and-digital-threats/ransomware-recap-new-disguises-and-a-change-of-cryptocurrency,Ransomware Recap: New Disguises and a Change of Cryptocurrency,"This week we see ransomware disguise itself as a PC game, a popular sci-fi hero also makes an appearance, and new cryptocurrency starts to gain traction.  "
https://www.securityweek.com/coverity-scan-hacked-abused-cryptocurrency-mining,"Coverity Scan Hacked, Abused for Cryptocurrency Mining",Synopsys tells customers to change their passwords for Coverity Scan after the service was hacked and abused for cryptocurrency mining  [Read More]
https://www.securityweek.com/cryptocurrency-miners-not-uncommon-industrial-systems,Cryptocurrency Miners Not Uncommon on Industrial Systems,"Cryptocurrency mining malware is not uncommon on industrial systems, according to several cybersecurity firms  [Read More]"
https://www.securityweek.com/monero-miner-sends-cryptocurrency-north-korean-university,Monero Miner Sends Cryptocurrency to North Korean University,"An application compiled just weeks ago was found to be an installer for a Monero miner designed to send the mined currency to a North Korean university, AlienVault reports.  [Read More]"
https://www.securityweek.com/sambacry-flaw-exploited-deliver-cryptocurrency-miner,SambaCry Flaw Exploited to Deliver Cryptocurrency Miner,Recently patched Samba flaw known as EternalRed and SambaCry exploited to deliver a cryptocurrency miner  [Read More]
https://www.securityweek.com/linux-malware-targets-raspberry-pi-cryptocurrency-mining,Linux Malware Targets Raspberry Pi for Cryptocurrency Mining,A piece of Linux malware dubbed MulDrop targets Raspberry Pi devices and abuses them for cryptocurrency mining  [Read More]
https://www.securityweek.com/sundown-exploit-kit-variant-distributes-cryptocurrency-miner,Sundown Exploit Kit Variant Distributes Cryptocurrency Miner,A variant of the Sundown exploit kit (EK) was recently seen using a different infrastructure than previously known and distributing a cryptocurrency mining application.  [Read More]
/vinfo/us/threat-encyclopedia/spam/3630/cryptocurrencyrelated-spam-mails-currently-on-the-rise,Cryptocurrency-related Spam Mails Currently On The Rise,"Cryptocurrency is the hot new topic nowadays, so it's no surprise that cybercriminals will start to use it as a way to get users to click on their malicious spam mail. For the past few days, we have seen an increase in the number of cryptocurrency-related spam emails.Read more   "
https://www.securityweek.com/icos-lawless-land-cryptocurrency-fundraising,ICOs: The Lawless Land of Cryptocurrency Fundraising,"From raising $30 million in 30 seconds to being endorsed by Paris Hilton or vanishing into thin air: anything is possible in the risky new world of cryptocurrency fundraising, but regulators are lurking.  [Read More]"
https://www.securityweek.com/c4-bitgo-publish-draft-cryptocurrency-security-standard,"C4, BitGo Publish Draft of CryptoCurrency Security Standard",A draft of the CryptoCurrency Security Standard (CCSS) has been made available for public discussion by C4 and BitGo.  [Read More]
https://www.securityweek.com/cryptocurrency-mining-malware-hits-monitoring-systems-european-water-utility,Cryptocurrency Mining Malware Hits Monitoring Systems at European Water Utility,"Cryptocurrency mining malware worked its way onto four servers connected to an operational technology (OT) network at a wastewater facility in Europe, industrial cybersecurity firm Radiflow told SecurityWeek Wednesday.  [Read More]"
https://www.securityweek.com/nas-devices-used-spread-cryptocurrency-mining-malware,NAS Devices Used to Spread Cryptocurrency Mining Malware,A malware that uses infected computers to mine Monero cryptocurrency leverages NAS devices for distribution  [Read More]
https://www.securityweek.com/go-based-linux-trojan-used-cryptocurrency-mining,Go-Based Linux Trojan Used for Cryptocurrency Mining,A new Linux Trojan developed in Go has been used by cybercriminals for cryptocurrency mining  [Read More]
