Link,Title,Intro
https://www.securityweek.com/googles-chrome-web-browser-hacked-cansecwest,Google's Chrome Web Browser Hacked at CanSecWest,"Unfortunately for Google, Chrome got dinged for the first time in the history of CanSecWest. Wednesday, security researcher Sergey Glazunov used two separate bugs to compromise the browser as part of Pwnium, earning a $60,000 reward.  [Read More]"
https://www.securityweek.com/google-fixes-11-security-holes-latest-chrome-update,Google Fixes 11 Security Holes in Latest Chrome Update,"Google has plugged 11 security holes in its latest update for the Chrome browser, including one that garnered a critical rating.  [Read More]"
https://www.securityweek.com/google-updates-chrome-address-multiple-vulnerabilities-and-updated-version-flash,Google Updates Chrome to Address Multiple Vulnerabilities and Updated Version of Flash,"Google has updated its Chrome Web browser to version 7.0.517.41 for Linux, Mac, and Windows platforms.  [Read More]"
https://www.securityweek.com/google-enhances-safe-browsing-chrome-search,"Google Enhances Safe Browsing in Chrome, Search","Google Safe Browsing expanded in Chrome, search, and ads to protect users against unwanted software.  [Read More]"
https://www.securityweek.com/google-prompts-windows-users-if-chrome-settings-hijacked,Google Warns Windows Users if Chrome Settings Hijacked,The prompts follow other efforts by Google to help users whose browser settings have been changed by suspicious extensions.  [Read More]
https://www.securityweek.com/malicious-firefox-chrome-extension-hijacks-facebook-profiles,"Malicious Firefox, Chrome Extension Hijacks Facebook Profiles","Microsoft warned Facebook users about a malicious extension targeting Google Chrome or Mozilla Firefox users that can make posts, 'Like' pages and take other actions on infected systems.  [Read More]"
https://www.securityweek.com/rogue-google-chrome-extension-used-facebook-scam,Rogue Google Chrome Extension Used in Facebook 'Like' Scam,"Researchers at Bitdefender uncovered a rogue Chrome extension targeting Turkish users that can access Facebook cookies and force users to ""Like"" pages.  [Read More]"
https://www.securityweek.com/hacking-google-chrome-talk-puts-security-focus-extensions,Hacking Google Chrome Talk Puts Security Focus on Extensions,Security was a key part of the pitch around Chrome OS when Google started revealing details of the operating system back in 2009.  [Read More]
https://www.securityweek.com/new-chrome-ssl-warning-improved-adherence-rates-google,New Chrome SSL Warning Improved Adherence Rates: Google,A team of researchers at Google have been trying to come up with a new design for Secure Sockets Layer (SSL) warnings that can convince users not to ignore such alerts.  [Read More]
https://www.securityweek.com/chrome-improves-security-enterprise-use,Chrome Improves Security for Enterprise Use,"Google is boosting the security of its popular web browser with the release of Chrome 63, which brings a host of enhancements aimed at enterprises and also addresses 37 vulnerabilities.  [Read More]"
https://www.securityweek.com/hijacked-extensions-put-47-million-chrome-users-risk,Hijacked Extensions Put 4.7 Million Chrome Users at Risk,More than 4.7 million users could be exposed to potentially malicious ads and credential theft after cybercriminals managed to hijack the developer accounts of several popular Chrome extensions.  [Read More]
