,Link,Title,Intro
32,https://www.securityweek.com/shellshock-exploits-used-expansion-mayhem-linux-botnet,ShellShock Exploits Used in Expansion of 'Mayhem' Linux Botnet,"Cybercriminals are expanding the Linux botnet dubbed ""Mayhem"" by leveraging the recently discovered vulnerabilities in the GNU Bash shell, according to researchers.  [Read More]"
33,https://www.securityweek.com/malware-developers-port-linux-ddos-trojan-windows,Malware Developers Port Linux DDoS Trojan to Windows,Security researchers have discovered that a piece of malware designed to run on Linux computers has been ported by its creators to Windows.  [Read More]
34,https://www.securityweek.com/researchers-analyze-multipurpose-malware-targeting-linuxunix-web-servers,Researchers Analyze Multipurpose Malware Targeting Linux/Unix Web Servers,"Security researchers have conducted an in-depth analysis of both the client side and the command and control (C&C) servers of the malware dubbed ""Mayhem.""  [Read More]"
35,https://www.securityweek.com/cross-platform-java-bot-launches-ddos-attacks-windows-mac-and-linux-machines,"Cross Platform 'Java-bot' Launches DDoS Attacks from Windows, Mac and Linux Machines","Researchers from Kaspersky Lab have uncovered a new malware that has the ability to infect systems running Windows, Mac OS X, and Linux and launch DDoS attacks from any infected devices.  [Read More]"
36,https://www.securityweek.com/linux-worm-targets-internet-things,"Linux Worm Targets ""Internet of things""","The worm is squirming through an old, already-patched PHP vulnerability.  [Read More]"
37,https://www.securityweek.com/new-banking-trojan-targets-linux-users,New Banking Trojan Targets Linux Users,"Researchers from RSA have uncovered “Hand of Thief”, a new banking Trojan designed to steal information from machines running the Linux operating system.  [Read More]"
38,https://www.securityweek.com/south-korea-cyber-attacks-used-data-wiping-trojan-component-wipe-linux-machines,"South Korea Cyber Attacks Used Data-Wiping Trojan, Component to Wipe Linux Machines","While the motivation for the recent cyber-attacks against Korean organizations remains unclear, researchers have identified the malware used as a data-wiping Trojan.  [Read More]"
39,https://www.securityweek.com/ssh-backdoor-linked-linux-rootkits,SSH Backdoor Linked to Linux Rootkits,Security researchers discovered a backdoored version of the SSH daemon on compromised servers used during recent rootkit attacks.  [Read More]
40,https://www.securityweek.com/linux-rootkit-found-launching-iframe-injection-attacks,Linux Rootkit Found Launching iFrame Injection Attacks,"A new rootkit for Linux has been discovered, that targets 64-bit Linux platforms and uses advanced techniques to hide itself, and infects the websites hosted on attacked HTTP server to launch drive-by download attacks via iFRAME injections.  [Read More]"
41,https://www.securityweek.com/crowdstrike-adds-sharing-controls-maclinux-support-reverse-engineering-platform,"CrowdStrike Adds Sharing Controls, Mac/Linux Support to Reverse Engineering Platform","New features in the Alpha++ release of CrowdRE include Linux and Mac versions of the plugin, as well as granular sharing controls and ""Karma"" ratings within the platform.  [Read More]"
42,https://www.securityweek.com/multi-platform-java-exploit-targets-macs-linux-windows,"Multi-Platform Java Exploit Targets Macs, Linux, Windows","If allowed to run, a malicious Java applet checks the user's operating system and delivers a payload customized for that platform, whether it's Windows, Mac OS X, or Linux.  [Read More]"
43,https://www.securityweek.com/outlawcountry-tool-used-cia-target-linux-systems,'OutlawCountry' Tool Used by CIA to Target Linux Systems,"WikiLeaks details OutlawCountry, a tool used by the CIA to redirect traffic from Linux systems  [Read More]"
44,https://www.securityweek.com/russian-pleads-guilty-role-linux-botnet-scheme,Russian Pleads Guilty to Role in Linux Botnet Scheme,A 41-year-old Russian national has pleaded guilty over his role in a scheme involving the Ebury Linux botnet  [Read More]
45,/vinfo/us/security/news/cybercrime-and-digital-threats/bashware-attack-targets-windows-system-for-linux-wsl,Bashware Attack Targets Windows System for Linux (WSL) ,A new technique that leverages Windows Subsystem for Linux (WSL) could allow attackers to bypass security solutions installed in the user’s system.  
46,/vinfo/us/security/news/cybercrime-and-digital-threats/linux-security-a-closer-look-at-the-latest-linux-threats,Linux Security: A Closer Look at the Latest Linux Threats ,A rundown of the latest wave of threats targeting Linux systems. 
47,/vinfo/us/security/news/cybercrime-and-digital-threats/mumblehard-botnet-that-targeted-linux-systems-has-been-shut-down,Mumblehard Botnet That Targeted Linux Systems Has Been Shut Down ,"Mumblehard, a botnet that targets servers running Linux has been shut down a year after it was first discovered. "
48,/vinfo/us/security/news/cybercrime-and-digital-threats/linux-mint-website-hacked-iso-downloads-replaced-with-a-backdoor,Linux Mint Website Hacked; ISO Downloads Replaced with a Backdoor,The Linux Mint website has been hacked and was found to be pointing to malicious ISOs that contained an IRC bot. What happened and who is affected?
49,https://www.securityweek.com/kaspersky-launches-new-protection-solution-linux-mail-servers,Kaspersky Launches New Protection Solution For Linux Mail Servers,"Moscow-based Kaspersky Lab this week launched Kaspersky Linux Mail Security, a new protection offering to help Linux-based mail servers combat spam and block malicious attachments.  [Read More]"
50,https://www.securityweek.com/goscanssh-malware-targets-linux-servers,GoScanSSH Malware Targets Linux Servers,"A recently discovered malware family written using the Golang (Go) programming language is targeting Linux servers and uses a different binary for each attack, Talos warns.  [Read More]"
51,https://www.securityweek.com/linux-malware-could-run-undetected-windows-researchers,Linux Malware Could Run Undetected on Windows: Researchers,"A new Windows 10 feature that makes the popular Linux bash terminal available for Microsoft’s operating system could allow for more malware families to target the operating system, Check Point researchers claim.  [Read More]"
52,https://www.securityweek.com/new-windows-backdoor-linked-sambacry-linux-malware,New Windows Backdoor Linked to SambaCry Linux Malware,A new Windows backdoor was apparently created by the same cybercriminals who used the SambaCry exploit to deliver a cryptocurrency miner  [Read More]
53,https://www.securityweek.com/linux-malware-targets-raspberry-pi-cryptocurrency-mining,Linux Malware Targets Raspberry Pi for Cryptocurrency Mining,A piece of Linux malware dubbed MulDrop targets Raspberry Pi devices and abuses them for cryptocurrency mining  [Read More]
54,https://www.securityweek.com/russian-pleads-guilty-role-linux-botnet-scheme,Russian Pleads Guilty to Role in Linux Botnet Scheme,A 41-year-old Russian national has pleaded guilty over his role in a scheme involving the Ebury Linux botnet  [Read More]
55,https://www.securityweek.com/windows-trojan-spreads-mirai-linux-devices,Windows Trojan Spreads Mirai to Linux Devices,"A new Windows variant of Mirai is written in C++ and appears capable of performing various nefarious operations, one of which involves the spreading of the Mirai botnet to Linux-based devices.  [Read More]"
56,https://www.securityweek.com/killdisk-malware-targets-linux-machines,KillDisk Malware Targets Linux Machines,"The destructive KillDisk malware previously associated with attacks targeting industrial firms, was recently observed infecting Linux machines as well, ESET security researchers warn.  [Read More]"
57,https://www.securityweek.com/rakos-malware-takes-over-embedded-linux-devices,Rakos Malware Takes Over Embedded Linux Devices,"Rakos malware is targeting embedded Linux systems and can provide attackers with full control over the infected devices, ESET security researchers warn.  [Read More]"
58,https://www.securityweek.com/linux-backdoor-doesnt-require-root-privileges,Linux Backdoor Doesn't Require Root Privileges,"A newly observed Linux backdoor Trojan can perform its nefarious activities without root access, by using the privileges of the current user, Doctor Web security researchers have discovered.  [Read More]"
59,https://www.securityweek.com/fairware-ransomware-deletes-web-files-linux-servers,FairWare Ransomware Deletes Web Files From Linux Servers,"A new piece of malware called FairWare is targeting Linux servers and deleting web folders, while ""offering"" to restore access to encrypted files for a ransom of 2 Bitcoins.  [Read More]"
60,https://www.securityweek.com/self-spreading-linux-trojan-creates-p2p-botnet,Self-Spreading Linux Trojan Creates P2P Botnet,"A newly observed Linux Trojan is capable of self-spreading through infected websites and can recruit the infected machines into a peer-to-peer (P2P) botnet, Doctor Web researchers warn.  [Read More]"
61,https://www.securityweek.com/new-remaiten-malware-builds-botnet-linux-based-routers,New Remaiten Malware Builds Botnet of Linux-Based Routers,"A new piece of malware is targeting embedded systems with the mission to compromise and make them part of a botnet, ESET security researchers have discovered.  [Read More]"
62,https://www.securityweek.com/linux-mint-website-forum-hacked,"Linux Mint Website, Forum Hacked",A hacker has breached the official Linux Mint website and forum. An ISO has been replaced with a backdoored version and forum user details have been offered for sale  [Read More]
63,https://www.securityweek.com/fysbis-backdoor-preferred-pawn-storm-group-target-linux,Fysbis Backdoor Preferred by Pawn Storm Group to Target Linux,"Researchers at Palo Alto Networks have performed an in-depth analysis of Fysbis, the preferred Linux malware used by the Pawn Storm threat group.  [Read More]"
64,https://www.securityweek.com/new-cross-platform-backdoors-target-linux-windows,"New Cross-Platform Backdoors Target Linux, Windows",Researchers at Kaspersky Lab have discovered a Linux backdoor that has been migrated to Windows and added a series of new capabilities.  [Read More]
65,https://www.securityweek.com/multipurpose-xunpes-trojan-targeting-linux-systems,"Multipurpose ""Xunpes"" Trojan Targeting Linux Systems","A new Trojan targeting Linux system has been discovered to engage into versatile malicious activity, according to researchers from security firm Dr.Web.  [Read More]"
66,https://www.securityweek.com/thousands-sites-infected-linux-encryption-ransomware,Thousands of Sites Infected With Linux Encryption Ransomware,"Roughly 2,600 websites have been infected with the recently discovered Linux encryption ransomware Linux.Encoder1.  [Read More]"
67,https://www.securityweek.com/flaw-linux-encryption-ransomware-exposes-decryption-key,Flaw in Linux Encryption Ransomware Exposes Decryption Key,Predictable encryption keys allow victims of Linux.Encoder1 ransomware to recover files held for ransom. Bitdefender releases recovery tool.  [Read More]
68,https://www.securityweek.com/file-encrypting-ransomware-targets-linux-users,File-Encrypting Ransomware Targets Linux Users,"A new file-encrypting ransomware has been spotted targeting Linux users, particularly webmasters.  [Read More]"
69,https://www.securityweek.com/linux-xor-ddos-botnet-flexes-muscles-150-gbps-attacks,Linux XOR DDoS Botnet Flexes Muscles With 150+ Gbps Attacks,Akamai said a botnet using the XOR DDoS Trojan is now capable of launching 150+ gigabit-per-second (Gbps) DDoS attacks.  [Read More]
70,https://www.securityweek.com/personal-information-possibly-stolen-linux-australia-breach,Personal Information Possibly Stolen in Linux Australia Breach,Linux Australia server hacked. The attackers set up a botnet C&C server and they might have stolen the personal details of conference attendees.  [Read More]
71,https://www.securityweek.com/ddos-malware-linux-distributed-ssh-brute-force-attacks,DDoS Malware for Linux Distributed via SSH Brute Force Attacks,XOR.DDoS is a piece of malware that's used by Chinese threat actors to launch DDoS attacks from Linux and other types of systems.  [Read More]
72,https://www.securityweek.com/newly-discovered-turla-malware-targets-linux-systems,Newly Discovered 'Turla' Malware Targets Linux Systems,"Researchers at Kaspersky Lab have uncovered a new malware sample designed to target Linux operating systems, that has been used by the notorious advanced persistent threat (APT) group called ""Turla"" (also known as Snake and Uroburos).  [Read More]"
73,https://www.securityweek.com/shellshock-exploits-used-expansion-mayhem-linux-botnet,ShellShock Exploits Used in Expansion of 'Mayhem' Linux Botnet,"Cybercriminals are expanding the Linux botnet dubbed ""Mayhem"" by leveraging the recently discovered vulnerabilities in the GNU Bash shell, according to researchers.  [Read More]"
74,https://www.securityweek.com/malware-developers-port-linux-ddos-trojan-windows,Malware Developers Port Linux DDoS Trojan to Windows,Security researchers have discovered that a piece of malware designed to run on Linux computers has been ported by its creators to Windows.  [Read More]
75,https://www.securityweek.com/researchers-analyze-multipurpose-malware-targeting-linuxunix-web-servers,Researchers Analyze Multipurpose Malware Targeting Linux/Unix Web Servers,"Security researchers have conducted an in-depth analysis of both the client side and the command and control (C&C) servers of the malware dubbed ""Mayhem.""  [Read More]"
76,https://www.securityweek.com/cross-platform-java-bot-launches-ddos-attacks-windows-mac-and-linux-machines,"Cross Platform 'Java-bot' Launches DDoS Attacks from Windows, Mac and Linux Machines","Researchers from Kaspersky Lab have uncovered a new malware that has the ability to infect systems running Windows, Mac OS X, and Linux and launch DDoS attacks from any infected devices.  [Read More]"
77,https://www.securityweek.com/linux-worm-targets-internet-things,"Linux Worm Targets ""Internet of things""","The worm is squirming through an old, already-patched PHP vulnerability.  [Read More]"
78,https://www.securityweek.com/new-banking-trojan-targets-linux-users,New Banking Trojan Targets Linux Users,"Researchers from RSA have uncovered “Hand of Thief”, a new banking Trojan designed to steal information from machines running the Linux operating system.  [Read More]"
79,https://www.securityweek.com/south-korea-cyber-attacks-used-data-wiping-trojan-component-wipe-linux-machines,"South Korea Cyber Attacks Used Data-Wiping Trojan, Component to Wipe Linux Machines","While the motivation for the recent cyber-attacks against Korean organizations remains unclear, researchers have identified the malware used as a data-wiping Trojan.  [Read More]"
80,https://www.securityweek.com/ssh-backdoor-linked-linux-rootkits,SSH Backdoor Linked to Linux Rootkits,Security researchers discovered a backdoored version of the SSH daemon on compromised servers used during recent rootkit attacks.  [Read More]
81,https://www.securityweek.com/linux-rootkit-found-launching-iframe-injection-attacks,Linux Rootkit Found Launching iFrame Injection Attacks,"A new rootkit for Linux has been discovered, that targets 64-bit Linux platforms and uses advanced techniques to hide itself, and infects the websites hosted on attacked HTTP server to launch drive-by download attacks via iFRAME injections.  [Read More]"
82,https://www.securityweek.com/crowdstrike-adds-sharing-controls-maclinux-support-reverse-engineering-platform,"CrowdStrike Adds Sharing Controls, Mac/Linux Support to Reverse Engineering Platform","New features in the Alpha++ release of CrowdRE include Linux and Mac versions of the plugin, as well as granular sharing controls and ""Karma"" ratings within the platform.  [Read More]"
83,https://www.securityweek.com/multi-platform-java-exploit-targets-macs-linux-windows,"Multi-Platform Java Exploit Targets Macs, Linux, Windows","If allowed to run, a malicious Java applet checks the user's operating system and delivers a payload customized for that platform, whether it's Windows, Mac OS X, or Linux.  [Read More]"
84,https://www.securityweek.com/outlawcountry-tool-used-cia-target-linux-systems,'OutlawCountry' Tool Used by CIA to Target Linux Systems,"WikiLeaks details OutlawCountry, a tool used by the CIA to redirect traffic from Linux systems  [Read More]"
85,https://www.securityweek.com/russian-pleads-guilty-role-linux-botnet-scheme,Russian Pleads Guilty to Role in Linux Botnet Scheme,A 41-year-old Russian national has pleaded guilty over his role in a scheme involving the Ebury Linux botnet  [Read More]
86,/vinfo/us/security/news/cybercrime-and-digital-threats/bashware-attack-targets-windows-system-for-linux-wsl,Bashware Attack Targets Windows System for Linux (WSL) ,A new technique that leverages Windows Subsystem for Linux (WSL) could allow attackers to bypass security solutions installed in the user’s system.  
87,/vinfo/us/security/news/cybercrime-and-digital-threats/linux-security-a-closer-look-at-the-latest-linux-threats,Linux Security: A Closer Look at the Latest Linux Threats ,A rundown of the latest wave of threats targeting Linux systems. 
88,/vinfo/us/security/news/cybercrime-and-digital-threats/mumblehard-botnet-that-targeted-linux-systems-has-been-shut-down,Mumblehard Botnet That Targeted Linux Systems Has Been Shut Down ,"Mumblehard, a botnet that targets servers running Linux has been shut down a year after it was first discovered. "
89,/vinfo/us/security/news/cybercrime-and-digital-threats/linux-mint-website-hacked-iso-downloads-replaced-with-a-backdoor,Linux Mint Website Hacked; ISO Downloads Replaced with a Backdoor,The Linux Mint website has been hacked and was found to be pointing to malicious ISOs that contained an IRC bot. What happened and who is affected?
90,https://www.securityweek.com/kaspersky-launches-new-protection-solution-linux-mail-servers,Kaspersky Launches New Protection Solution For Linux Mail Servers,"Moscow-based Kaspersky Lab this week launched Kaspersky Linux Mail Security, a new protection offering to help Linux-based mail servers combat spam and block malicious attachments.  [Read More]"
91,https://www.securityweek.com/goscanssh-malware-targets-linux-servers,GoScanSSH Malware Targets Linux Servers,"A recently discovered malware family written using the Golang (Go) programming language is targeting Linux servers and uses a different binary for each attack, Talos warns.  [Read More]"
92,https://www.securityweek.com/linux-malware-could-run-undetected-windows-researchers,Linux Malware Could Run Undetected on Windows: Researchers,"A new Windows 10 feature that makes the popular Linux bash terminal available for Microsoft’s operating system could allow for more malware families to target the operating system, Check Point researchers claim.  [Read More]"
93,https://www.securityweek.com/new-windows-backdoor-linked-sambacry-linux-malware,New Windows Backdoor Linked to SambaCry Linux Malware,A new Windows backdoor was apparently created by the same cybercriminals who used the SambaCry exploit to deliver a cryptocurrency miner  [Read More]
94,https://www.securityweek.com/linux-malware-targets-raspberry-pi-cryptocurrency-mining,Linux Malware Targets Raspberry Pi for Cryptocurrency Mining,A piece of Linux malware dubbed MulDrop targets Raspberry Pi devices and abuses them for cryptocurrency mining  [Read More]
95,https://www.securityweek.com/russian-pleads-guilty-role-linux-botnet-scheme,Russian Pleads Guilty to Role in Linux Botnet Scheme,A 41-year-old Russian national has pleaded guilty over his role in a scheme involving the Ebury Linux botnet  [Read More]
96,https://www.securityweek.com/windows-trojan-spreads-mirai-linux-devices,Windows Trojan Spreads Mirai to Linux Devices,"A new Windows variant of Mirai is written in C++ and appears capable of performing various nefarious operations, one of which involves the spreading of the Mirai botnet to Linux-based devices.  [Read More]"
97,https://www.securityweek.com/killdisk-malware-targets-linux-machines,KillDisk Malware Targets Linux Machines,"The destructive KillDisk malware previously associated with attacks targeting industrial firms, was recently observed infecting Linux machines as well, ESET security researchers warn.  [Read More]"
98,https://www.securityweek.com/rakos-malware-takes-over-embedded-linux-devices,Rakos Malware Takes Over Embedded Linux Devices,"Rakos malware is targeting embedded Linux systems and can provide attackers with full control over the infected devices, ESET security researchers warn.  [Read More]"
99,https://www.securityweek.com/linux-backdoor-doesnt-require-root-privileges,Linux Backdoor Doesn't Require Root Privileges,"A newly observed Linux backdoor Trojan can perform its nefarious activities without root access, by using the privileges of the current user, Doctor Web security researchers have discovered.  [Read More]"
100,https://www.securityweek.com/fairware-ransomware-deletes-web-files-linux-servers,FairWare Ransomware Deletes Web Files From Linux Servers,"A new piece of malware called FairWare is targeting Linux servers and deleting web folders, while ""offering"" to restore access to encrypted files for a ransom of 2 Bitcoins.  [Read More]"
101,https://www.securityweek.com/self-spreading-linux-trojan-creates-p2p-botnet,Self-Spreading Linux Trojan Creates P2P Botnet,"A newly observed Linux Trojan is capable of self-spreading through infected websites and can recruit the infected machines into a peer-to-peer (P2P) botnet, Doctor Web researchers warn.  [Read More]"
102,https://www.securityweek.com/new-remaiten-malware-builds-botnet-linux-based-routers,New Remaiten Malware Builds Botnet of Linux-Based Routers,"A new piece of malware is targeting embedded systems with the mission to compromise and make them part of a botnet, ESET security researchers have discovered.  [Read More]"
103,https://www.securityweek.com/linux-mint-website-forum-hacked,"Linux Mint Website, Forum Hacked",A hacker has breached the official Linux Mint website and forum. An ISO has been replaced with a backdoored version and forum user details have been offered for sale  [Read More]
104,https://www.securityweek.com/fysbis-backdoor-preferred-pawn-storm-group-target-linux,Fysbis Backdoor Preferred by Pawn Storm Group to Target Linux,"Researchers at Palo Alto Networks have performed an in-depth analysis of Fysbis, the preferred Linux malware used by the Pawn Storm threat group.  [Read More]"
105,https://www.securityweek.com/new-cross-platform-backdoors-target-linux-windows,"New Cross-Platform Backdoors Target Linux, Windows",Researchers at Kaspersky Lab have discovered a Linux backdoor that has been migrated to Windows and added a series of new capabilities.  [Read More]
106,https://www.securityweek.com/multipurpose-xunpes-trojan-targeting-linux-systems,"Multipurpose ""Xunpes"" Trojan Targeting Linux Systems","A new Trojan targeting Linux system has been discovered to engage into versatile malicious activity, according to researchers from security firm Dr.Web.  [Read More]"
107,https://www.securityweek.com/thousands-sites-infected-linux-encryption-ransomware,Thousands of Sites Infected With Linux Encryption Ransomware,"Roughly 2,600 websites have been infected with the recently discovered Linux encryption ransomware Linux.Encoder1.  [Read More]"
108,https://www.securityweek.com/flaw-linux-encryption-ransomware-exposes-decryption-key,Flaw in Linux Encryption Ransomware Exposes Decryption Key,Predictable encryption keys allow victims of Linux.Encoder1 ransomware to recover files held for ransom. Bitdefender releases recovery tool.  [Read More]
109,https://www.securityweek.com/file-encrypting-ransomware-targets-linux-users,File-Encrypting Ransomware Targets Linux Users,"A new file-encrypting ransomware has been spotted targeting Linux users, particularly webmasters.  [Read More]"
110,https://www.securityweek.com/linux-xor-ddos-botnet-flexes-muscles-150-gbps-attacks,Linux XOR DDoS Botnet Flexes Muscles With 150+ Gbps Attacks,Akamai said a botnet using the XOR DDoS Trojan is now capable of launching 150+ gigabit-per-second (Gbps) DDoS attacks.  [Read More]
111,https://www.securityweek.com/personal-information-possibly-stolen-linux-australia-breach,Personal Information Possibly Stolen in Linux Australia Breach,Linux Australia server hacked. The attackers set up a botnet C&C server and they might have stolen the personal details of conference attendees.  [Read More]
112,https://www.securityweek.com/ddos-malware-linux-distributed-ssh-brute-force-attacks,DDoS Malware for Linux Distributed via SSH Brute Force Attacks,XOR.DDoS is a piece of malware that's used by Chinese threat actors to launch DDoS attacks from Linux and other types of systems.  [Read More]
