,Link,Title,Intro,Topic
20,https://www.securityweek.com/researchers-earn-100000-hacking-pixel-phone,"Researchers Earn $100,000 for Hacking Pixel Phone","Researchers earn more than $100,000 from Google for an Android exploit chain that can be used to remotely hack Pixel phones by getting the targeted user to click on a link  [Read More]",mobile-security
21,https://www.securityweek.com/kaspersky-discovers-powerful-mobile-spyware,Kaspersky Discovers Powerful Mobile Spyware,"Kaspersky Lab has shared details of Skygofree, a sophisticated, multi-stage mobile spyware that gives attackers the ability to take over an infected Android device.  [Read More]",mobile-security
22,https://www.securityweek.com/att-backs-away-deal-supply-china-made-huawei-phones,AT&T Backs Away From Deal to Supply China Made Huawei Phones,AT&T has reportedly walked away from a deal to provide new mobile phones to U.S. customers made by Chinese technology giant Huawei  [Read More],mobile-security
23,https://www.securityweek.com/android-malware-developed-kotlin-programming-language-found-google-play,Android Malware Developed in Kotlin Programming Language Found in Google Play,Security researchers at Trend Micro have discovered a malicious application in Google Play that has been developed using the Kotlin programming language.  [Read More],mobile-security
24,https://www.securityweek.com/fake-bitcoin-wallet-apps-removed-google-play,Fake Bitcoin Wallet Apps Removed from Google Play,Three fake Bitcoin applications were recently removed from Google Play after security researchers discovered they were tricking users into sending funds to cybercriminals.  [Read More],mobile-security
25,https://www.securityweek.com/pepperlfuchs-ecom-rugged-devices-exposed-krack-attacks,Pepperl+Fuchs Ecom Rugged Devices Exposed to KRACK Attacks,"Some of the rugged tablets, phones and PDAs made by Pepperl+Fuchs-owned ecom are vulnerable to KRACK attacks  [Read More]",mobile-security
26,https://www.securityweek.com/loapi-android-trojan-does-all-sorts-bad,Loapi Android Trojan Does All Sorts of Bad,"A recently discovered Android malware features a modular architecture that allows it to perform a broad range of nefarious activities, Kaspersky Lab researchers warn.  [Read More]",mobile-security
27,https://www.securityweek.com/new-cisco-app-helps-organizations-secure-ios-devices,New Cisco App Helps Organizations Secure iOS Devices,"Cisco announces availability of Security Connector, an iOS app that gives organizations visibility and control for mobile devices  [Read More]",mobile-security
28,https://www.securityweek.com/millions-impacted-credential-stealers-google-play,Millions Impacted by Credential-Stealers in Google Play,Kaspersky Lab researchers discovered 85 applications in Google Play that were designed to steal credentials for Russian social network VK.com. One of the malicious applications had more than a million downloads.  [Read More],mobile-security
29,https://www.securityweek.com/google-researcher-releases-ios-11-jailbreak-exploit,Google Researcher Releases iOS 11 Jailbreak Exploit,Google’s Ian Beer releases iOS 11 exploit that can be used for jailbreaks to help security researchers analyze Apple devices  [Read More],mobile-security
30,https://www.securityweek.com/google-may-allow-innovative-use-android-accessibility-service,Google May Allow Innovative Use of Android Accessibility Service,"After getting complaints from developers, Google is evaluating whether it should continue allowing innovative use of accessibility services by Android apps  [Read More]",mobile-security
31,https://www.securityweek.com/androids-december-2017-patches-resolve-critical-flaws,Android's December 2017 Patches Resolve Critical Flaws,"Android security updates for December 2017 patch 47 vulnerabilities, including 10 rated critical  [Read More]",mobile-security
32,https://www.securityweek.com/google-warn-android-users-apps-collecting-data,Google to Warn Android Users on Apps Collecting Data,Google is stepping up the fight against unwanted and harmful applications on Android and will soon start alerting users on apps and websites leading to apps that collect personal data without their consent.  [Read More],mobile-security
33,https://www.securityweek.com/android-malware-steals-data-social-media-apps,Android Malware Steals Data from Social Media Apps,"A newly discovered backdoor that has managed to infect over one thousand Android devices was designed to steal sensitive data from popular social media applications, Google reveals.  [Read More]",mobile-security
34,https://www.securityweek.com/majority-android-apps-contain-embedded-user-tracking-report,Majority of Android Apps Contain Embedded User-Tracking: Report,Seventy-five percent of 300 Android apps tested by Exodus Privacy and analyzed by the Yale Privacy Lab contain embedded trackers.  [Read More],mobile-security
35,https://www.securityweek.com/north-korean-hackers-target-android-users-south,North Korean Hackers Target Android Users in South,Researchers discovered new Android malware apparently being used by the North Korea-linked Lazarus group to target users in South Korea  [Read More],mobile-security
36,https://www.securityweek.com/screenaudio-capture-vulnerability-impacts-lions-share-android-devices,Screen/Audio Capture Vulnerability Impacts Lion's Share of Android Devices,"A vulnerability that allows malicious applications to capture screen contents and record audio without a user’s knowledge impacts over 78% of Android devices, researchers claim.  [Read More]",mobile-security
37,https://www.securityweek.com/cloudflare-acquires-mobile-app-specialist-neumob,Cloudflare Acquires Mobile App Specialist Neumob,Website performance optimization and security firm Cloudflare has expanded its reach to mobile with the acquisition of Neumob.  [Read More],mobile-security
38,https://www.securityweek.com/iphone-xs-face-id-bypassed-mask,iPhone X's Face ID Bypassed by a Mask,"Face ID, the facial biometric unlocking technology included in Apple’s recently laucnhed iPhone X, can be bypassed using a mask, security researchers have discovered.  [Read More]",mobile-security
39,https://www.securityweek.com/google-ban-android-apps-misusing-accessibility-service,Google to Ban Android Apps Misusing Accessibility Service,"Following an increase in Android malware and adware abusing accessibility services, Google decides to crack down on apps that misuse the feature  [Read More]",mobile-security
40,https://www.securityweek.com/android-malware-exploits-recently-patched-toast-flaw,Android Malware Exploits Recently Patched 'Toast' Flaw,Researchers spot first Android malware to exploit a recently patched Toast vulnerability  [Read More],mobile-security
41,https://www.securityweek.com/google-patches-critical-bugs-android,Google Patches Critical Bugs in Android,"Google released its November 2017 set of security patches for Android to address 31 vulnerabilities, 9 of which are remote code execution issues rated Critical severity.  [Read More]",mobile-security
42,https://www.securityweek.com/smartphone-exploits-earn-hackers-over-500000,"Smartphone Exploits Earn Hackers Over $500,000","Samsung Galaxy S8, iPhone 7 and Huawei Mate 9 Pro exploits earn hackers more than $500,000 at the Mobile Pwn2Own 2017 competition  [Read More]",mobile-security
43,https://www.securityweek.com/samsung-apple-huawei-phones-hacked-mobile-pwn2own,"Samsung, Apple, Huawei Phones Hacked at Mobile Pwn2Own","White hat hackers demonstrated exploits on Samsung Galaxy S8, iPhone 7 and Huawei Mate 9 Pro at Mobile Pwn2Own 2017 and earned $350,000  [Read More]",mobile-security
44,https://www.securityweek.com/removal-attempt-turns-android-banking-trojan-ransomware,Removal Attempt Turns Android Banking Trojan Into Ransomware,LokiBot Android banking trojan turns into ransomware if users try to remove it. The gang behind the attack has made more than $1.5 million  [Read More],mobile-security
45,https://www.securityweek.com/google-offers-bonus-bounties-flaws-popular-android-apps,Google Offers Bonus Bounties for Flaws in Popular Android Apps,"Google is offering a bonus of $1,000 to researchers who find serious vulnerabilities in select Android apps present on Google Play  [Read More]",mobile-security
46,https://www.securityweek.com/android-ransomware-abuses-accessibility-services,Android Ransomware Abuses Accessibility Services,"A newly discovered ransomware family targeting Android devices is abusing the platform’s accessibility services, ESET warns.  [Read More]",mobile-security
47,https://www.securityweek.com/payment-cards-stolen-pizza-hut-website-hack,Payment Cards Stolen in Pizza Hut Website Hack,Pizza Hut hacked. Users who placed an order on the website or via the mobile app may have had their credit card data stolen  [Read More],mobile-security
48,https://www.securityweek.com/android-trojan-infrastructure-serves-fake-adobe-flash-apps,Android Trojan Infrastructure Serves Fake Adobe Flash Apps,"The recently discovered Red Alert 2 Android Trojan is using an infrastructure that serves fake Adobe Flash Android apps to unsuspecting users, RiskIQ has discovered.  [Read More]",mobile-security
49,https://www.securityweek.com/high-tech-bridge-launches-free-service-testing-mobile-apps,High-Tech Bridge Launches Free Service for Testing Mobile Apps,"High-Tech Bridge launches Mobile X-Ray, a free online service designed for testing native and hybrid iOS and Android apps  [Read More]",mobile-security
50,https://www.securityweek.com/enterprises-blacklist-ios-apps-due-data-leakage-report,Enterprises Blacklist iOS Apps Due to Data Leakage: Report,Appthority report reveals which iOS and Android apps are the most blacklisted by security teams  [Read More],mobile-security
51,https://www.securityweek.com/google-patches-critical-android-flaws-october-2017-updates,Google Patches Critical Android Flaws With October 2017 Updates,"Google this week released its October 2017 Android patches, which address a total of 14 vulnerabilities in the mobile platform, including five rated Critical severity.  [Read More]",mobile-security
52,https://www.securityweek.com/fbi-can-keep-details-iphone-hack-secret-judge,FBI Can Keep Details of iPhone Hack Secret: Judge,Federal judge allows the FBI to keep secret the details of a hacking tool used to access the iPhone of the San Bernardino terrorist  [Read More],mobile-security
53,https://www.securityweek.com/signal-introduces-private-contact-discovery,Signal Announces Private Contact Discovery,Privacy-focused communications app Signal is working on improving protection for contact information using Intel SGX technology  [Read More],mobile-security
54,https://www.securityweek.com/android-app-siphons-data-200-million-users,Android App Siphons Data on 200 Million Users,"A popular Android keyboard application with over 200 million downloads was found to gather user information and send it to a remote server, Adguard reveals.  [Read More]",mobile-security
55,https://www.securityweek.com/vulnerabilities-found-many-mobile-stock-trading-apps,Vulnerabilities Found in Many Mobile Stock Trading Apps,Analysis of 21 popular mobile stock trading apps revealed the existence of several vulnerabilities and the lack of important security features  [Read More],mobile-security
56,https://www.securityweek.com/google-discloses-critical-wi-fi-flaws-affecting-ios-android,"Google Discloses Critical Wi-Fi Flaws Affecting iOS, Android",Google discloses critical remote code execution vulnerabilities affecting the Wi-Fi chips found in iOS and Android devices  [Read More],mobile-security
57,https://www.securityweek.com/android-av-app-collected-data-tens-millions-users,Android AV App Collected Data on Tens of Millions Users,"Tens of millions of Android users potentially had their information collected by a security application distributed through Google Play, Check Point security researchers warn.  [Read More]",mobile-security
58,https://www.securityweek.com/new-red-alert-android-banking-trojan-emerges,"New ""Red Alert"" Android Banking Trojan Emerges","A recently discovered Android banking Trojan features a bot and command and control panel fully written from scratch, SfyLabs has discovered.  [Read More]",mobile-security
59,https://www.securityweek.com/flaws-patched-trend-micro-mobile-security-enterprise,Flaws Patched in Trend Micro Mobile Security for Enterprise,"Trend Micro patches several vulnerabilities, including ones rated critical and high severity, in Mobile Security for Enterprise  [Read More]",mobile-security
60,https://www.securityweek.com/threat-report-says-1-50-ios-apps-could-leak-data,Threat Report Says 1 in 50 iOS Apps Could Leak Data,A new global threat report for the mobile ecosystem shows that 1 in 50 iOS apps used in enterprise environments could potentially leak sensitive data.  [Read More],mobile-security
61,https://www.securityweek.com/millions-download-expensivewall-malware-google-play,"Millions Download ""ExpensiveWall"" Malware via Google Play","A newly discovered Android malware that managed to infect at least 50 applications in Google Play has been downloaded between 1 million and 4.2 million times, Check Point researchers warn.  [Read More]",mobile-security
62,https://www.securityweek.com/apple-brings-faceid-new-iphone-x,Apple Brings FaceID to New iPhone X,"Key security elements of the iPhone X include ditching the Home key and fingerprint access for facial access, and a new requirement for a passcode to be entered before the iPhone can be connected to an external device.  [Read More]",mobile-security
63,https://www.securityweek.com/billions-devices-potentially-exposed-new-bluetooth-attack,Billions of Devices Potentially Exposed to New Bluetooth Attack,Billions of devices may be exposed to a new and stealthy Bluetooth attack that can be carried out without any user interaction  [Read More],mobile-security
64,https://www.securityweek.com/samsung-offers-200000-bug-bounty-program,"Samsung Offers Up to $200,000 in Bug Bounty Program","Samsung is offering bug bounties of up to $200,000 for Critical vulnerabilities in Samsung mobile devices and associated software through its Samsung Mobile Security Rewards Program.  [Read More]",mobile-security
65,https://www.securityweek.com/google-patches-81-android-vulnerabilities-september-2017-updates,Google Patches 81 Android Vulnerabilities With September 2017 Updates,A total of 81 security vulnerabilities have been addressed in this month’s set of security patches for the Android platform. 13 of the flaws were rated Critical severity.  [Read More],mobile-security
66,https://www.securityweek.com/variant-android-wirex-bot-delivers-powerful-udp-flood-attacks,Variant of Android WireX Bot Delivers Powerful UDP Flood Attacks,"A variant of the WireX Android botnet is able to deliver high-volume UDP Flood DDoS attacks, with a single bot capable of generating over 250GB of attack traffic per attack directive.  [Read More]",mobile-security
67,https://www.securityweek.com/multiple-vulnerabilities-found-mobile-bootloaders,Multiple Vulnerabilities Found in Mobile Bootloaders,A team of security researchers has discovered a series of code execution and denial of service vulnerabilities in the bootloaders of popular mobile platforms.  [Read More],mobile-security
68,https://www.securityweek.com/xrat-mobile-malware-emerges,xRAT Mobile Malware Emerges,The xRAT mobile remote access Trojan (RAT) includes extensive data collection capabilities and is associated with known mobile and Windows-targeting threats.  [Read More],mobile-security
69,https://www.securityweek.com/over-500000-grabs-mobile-pwn2own-2017-hacking-competition,"Over $500,000 Up For Grabs at Mobile Pwn2Own 2017 Hacking Competition","Trend Micro will offer over $500,000 in cash prizes at Zero Day Initiative’s Mobile Pwn2Own contest set to take place Nov. 1-2, during the PacSec 2017 Conference in Tokyo, Japan.  [Read More]",mobile-security
70,https://www.securityweek.com/moqhao-banking-trojan-targets-south-korean-android-users,MoqHao Banking Trojan Targets South Korean Android Users,"A recently spotted Android banking Trojan targeting South Korean users via SMS phishing messages (smishing) was linked to an infection campaign from two years ago, McAfee says.  [Read More]",mobile-security
71,https://www.securityweek.com/poc-released-dangerous-ios-kernel-exploit,PoC Released for Dangerous iOS Kernel Exploit,PoC released for recently patched iOS kernel vulnerabilities that can be chained to take full control of a device. Exploit also good for jailbreaks  [Read More],mobile-security
72,https://www.securityweek.com/wap-billing-trojans-threaten-android-users,WAP Billing Trojans Threaten Android Users,Cybercriminals have again started creating Android malware that abuses WAP billing to make a profit  [Read More],mobile-security
73,https://www.securityweek.com/zerodium-offers-500000-messaging-email-app-exploits,"Zerodium Offers $500,000 For Messaging, Email App Exploits","Zerodium offers up to $500,000 for remote code execution and privilege escalation exploits targeting popular instant messaging and email apps  [Read More]",mobile-security
74,https://www.securityweek.com/android-malware-found-google-play-abuses-accessibility-service,Android Malware Found on Google Play Abuses Accessibility Service,"Dropper found on Google Play abuses accessibility services to deliver Android malware, including Bankbot  [Read More]",mobile-security
75,https://www.securityweek.com/new-security-compliance-features-added-cisco-spark,"New Security, Compliance Features Added to Cisco Spark","Cisco adds end-to-end encryption, mobile device security for non-managed devices, and other capabilities to Spark collaboration platform  [Read More]",mobile-security
76,https://www.securityweek.com/energy-management-systems-expose-devices-attacks,Energy Management Systems Expose Devices to Attacks,CLKscrew - design flaws in energy management systems expose devices to remote attacks  [Read More],mobile-security
77,https://www.securityweek.com/decryption-key-apples-sep-firmware-posted-online,Decryption Key for Apple's SEP Firmware Posted Online,What appears to be the decryption key for Apple's Secure Enclave Processor (SEP) firmware was posted online by a hacker going by the name of xerub.  [Read More],mobile-security
78,https://www.securityweek.com/hackers-can-hijack-phones-replacement-screens-researchers,Hackers Can Hijack Phones via Replacement Screens: Researchers,"Hackers can use replacement touchscreens to take complete control of smartphones and tablets, researchers warn  [Read More]",mobile-security
79,https://www.securityweek.com/cyberattack-leaves-millions-without-mobile-phone-service-venezuela,Cyberattack Leaves Millions Without Mobile Phone Service in Venezuela,"A massive cyberattack in Venezuela and has left seven million mobile phone users without service, the government said August 10.  [Read More]",mobile-security
80,https://www.securityweek.com/google-resolves-critical-vulnerabilities-androids-media-framework,Google Resolves Critical Vulnerabilities in Android's Media Framework,"Google's August 2017 Android security bulletin includes information on more than 40 vulnerabilities, including 10 Critical flaws addressed in media framework.  [Read More]",mobile-security
81,https://www.securityweek.com/amazon-suspends-sales-blu-smartphones-over-security-privacy-concerns,"Amazon Suspends Sales of BLU Smartphones Over Security, Privacy Concerns",Amazon has suspended the sale of BLU Android smartphones after learning that there might be a potential security issue on select devices.  [Read More],mobile-security
82,https://www.securityweek.com/tcu-flaws-expose-cars-remote-hacking,TCU Flaws Expose Cars to Remote Hacking,"BMW, Ford, Infiniti and Nissan cars with a Continental telematics control unit could be vulnerable to remote hacker attacks  [Read More]",mobile-security
83,https://www.securityweek.com/triada-trojan-preinstalled-low-cost-android-devices,Triada Trojan Preinstalled on Low-Cost Android Devices,"Several low-cost Android device models were recently found to feature the Triada Trojan built into their firmware, Dr. Web security researchers say.  [Read More]",mobile-security
84,https://www.securityweek.com/tesla-model-x-hacked-chinese-experts,Tesla Model X Hacked by Chinese Experts,Researchers from China-based Tencent managed to remotely hack a Tesla Model X. The carmaker patched the flaws they exploited  [Read More],mobile-security
85,https://www.securityweek.com/google-rolls-out-play-protect-services-android,Google Rolls-Out Play Protect Services for Android,"After introducing the product at the Google I/O conference in May, Google has now made its Play Protect security services available to all Android users.  [Read More]",mobile-security
86,https://www.securityweek.com/segway-minipro-flaws-put-riders-risk-injury,Segway miniPRO Flaws Put Riders at Risk of Injury,Vulnerabilities found by researchers in the Segway miniPRO allow hackers to take control of the hoverboard and possibly cause injury to the rider  [Read More],mobile-security
87,https://www.securityweek.com/omnirat-based-android-backdoor-emerges,OmniRAT-Based Android Backdoor Emerges,"A newly discovered Android backdoor appears to be based on the OmniRAT remote administration tool (RAT) that targets Android, Windows, Linux and MacOS devices, Trend Micro security researchers warn.  [Read More]",mobile-security
88,https://www.securityweek.com/highrise-android-malware-used-cia-intercept-sms-messages,'HighRise' Android Malware Used by CIA to Intercept SMS Messages,"WikiLeaks releases documents describing HighRise, and Android malware used by the CIA to intercept SMS messages  [Read More]",mobile-security
89,https://www.securityweek.com/symantec-acquire-mobile-security-firm-skycure,Symantec to Acquire Mobile Security Firm Skycure,"Just three days after announcing that it would acquire Fireglass, Symantec announced that it would acquire mobile security firm Skycure for an undisclosed sum.  [Read More]",mobile-security
90,https://www.securityweek.com/spydealer-malware-steals-private-data-popular-android-apps,SpyDealer Malware Steals Private Data From Popular Android Apps,"A recently discovered Android Trojan can exfiltrate private data from more than 40 applications, Palo Alto Networks security researchers have discovered.  [Read More]",mobile-security
91,https://www.securityweek.com/google-patches-critical-vulnerabilities-android-0,Google Patches Critical Vulnerabilities in Android,Google said that a total of 138 vulnerabilities were addressed in the Android platform with the release of its June 2017 set of security patches.  [Read More],mobile-security
92,https://www.securityweek.com/android-ransomware-mimics-wannacry,Android Ransomware Mimics WannaCry,"Android file-encrypting ransomware SLocker was recently observed using an interface similar to that of the WannaCry malware that hit Windows systems worldwide last month, TrendMicro security researchers reveal.  [Read More]",mobile-security
93,https://www.securityweek.com/local-root-exploit-found-lenovo-smartphone,Local Root Exploit Found on Lenovo Smartphone,The Lenovo VIBE smartphone was found to include vulnerabilities that could allow an attacker with physical access to the device to gain root privileges.  [Read More],mobile-security
94,https://www.securityweek.com/hundreds-fake-android-antivirus-apps-deliver-malware,Hundreds of Fake Android Antivirus Apps Deliver Malware,"There are thousands of Android applications containing the label “antivirus,” but a big chunk of them are dangerous programs designed to infect devices of unsuspecting users with malware, RiskIQ warns.  [Read More]",mobile-security
95,https://www.securityweek.com/android-malware-dvmap-delivered-google-play,Android Malware 'Dvmap' Delivered via Google Play,"Dvmap, a Trojan distributed via Google Play, is the first Android malware that injects malicious code into system runtime libraries  [Read More]",mobile-security
96,https://www.securityweek.com/google-offers-200000-trustzone-verified-boot-exploits,"Google Offers $200,000 for TrustZone, Verified Boot Exploits","Google is willing to pay up to $200,000 for TrustZone or Verified Boot exploit chains, and will pay up to $150,000 for remote kernel exploits.  [Read More]",mobile-security
97,https://www.securityweek.com/judy-adware-infects-dozens-google-play-apps,Judy Adware Infects Dozens of Google Play Apps,"Dozens of Android applications distributed via the Google Play store have exposed up to 36.5 million users to an auto-clicking adware, Check Point security researchers reveal.  [Read More]",mobile-security
98,https://www.securityweek.com/google-patches-nexus-6-secure-boot-bypass,Google Patches Nexus 6 Secure Boot Bypass,"One of the vulnerabilities addressed by Google in its May 2017 security patches allowed the bypass of Nexus 6’s Secure Boot through kernel command-line injection, HCL Technologies researchers reveal.  [Read More]",mobile-security
99,https://www.securityweek.com/apps-essential-modern-living-treated-carelessly-report,Apps Essential to Modern Living But Treated Carelessly: Report,"According to a survey, forty-seven percent of respondents ""expect to be protected from cyber-attacks by either their company or third-party app developers.""  [Read More]",mobile-security
100,https://www.securityweek.com/samsung-investigating-galaxy-s8-iris-hack,Samsung Investigating Galaxy S8 'Iris Hack',"Samsung Electronics is investigating claims by a German hacking group that it fooled the iris recognition system of the new flagship Galaxy S8 device, the firm said.  [Read More]",mobile-security
101,https://www.securityweek.com/new-product-allows-easy-addition-multi-factor-authentication-any-application,New Product Allows Easy Addition of Multi-Factor Authentication to Any Application,"A new behavioral authentication product announced by security firm Preempt allows optional multi-factor authentication (MFA), based on user behavior, on any application.  [Read More]",mobile-security
102,https://www.securityweek.com/ceos-and-coffee-shops-are-mobile-computings-biggest-risks-report,CEOs and Coffee Shops Are Mobile Computing's Biggest Risks: Report,"C-level executives are by far at the greatest risk of being hacked outside of the office, according to a new report.  [Read More]",mobile-security
103,https://www.securityweek.com/hackers-defeat-samsung-galaxy-s8-iris-scanner,Hackers Defeat Samsung Galaxy S8 Iris Scanner,White hat hackers show how easy it is to bypass the iris recognition system on Samsung’s Galaxy S8 smartphones  [Read More],mobile-security
104,https://www.securityweek.com/google-launches-security-services-android,Google Launches Security Services for Android,Google this week launched a set of security services designed to bring improved protection and visibility for Android users.  [Read More],mobile-security
105,https://www.securityweek.com/mobile-ecosystem-vulnerable-despite-security-improvements-dhs,Mobile Ecosystem Vulnerable Despite Security Improvements: DHS,"Mobile security is improving, but unprotected communication paths leave the ecosystem vulnerable, a recent report from the Department of Homeland Security (DHS) and the National Institute of Standards and Technology (NIST) found out.  [Read More]",mobile-security
106,https://www.securityweek.com/dhs-funds-smartphone-authentication-projects,DHS Funds Smartphone Authentication Projects,"The U.S. Department of Homeland Security (DHS) is funding three smartphone digital identity and privacy projects including mobile device attribute verification, mobile authentication, and physical access control.  [Read More]",mobile-security
107,https://www.securityweek.com/google-play-apps-expose-tens-millions-adware-sophos,Google Play Apps Expose Tens of Millions to Adware: Sophos,More than 50 applications distributed via Google Play have exposed tens of millions of Android users to a piece of adware (Android XavirAd) packed inside the apps.  [Read More],mobile-security
108,https://www.securityweek.com/hackers-exploit-ss7-flaws-loot-bank-accounts,Hackers Exploit SS7 Flaws to Loot Bank Accounts,Risks posed by SS7 flaws are no longer just theoretical – cybercriminals exploited vulnerabilities to steal money from bank accounts  [Read More],mobile-security
109,https://www.securityweek.com/google-patches-more-critical-flaws-android-mediaserver,Google Patches More Critical Flaws in Android Mediaserver,"Google this week announced the contents of the May 2017 Android security patches, revealing that six Critical Remote Code Execution (RCE) flaws were addressed in the Mediaserver component.  [Read More]",mobile-security
110,https://www.securityweek.com/flaws-hyundai-app-allowed-hackers-steal-cars,Flaws in Hyundai App Allowed Hackers to Steal Cars,"Vulnerabilities in Hyundai remote access app allowed hackers to locate, unlock and start a targeted vehicle  [Read More]",mobile-security
111,https://www.securityweek.com/millions-download-system-update-android-spyware-google-play,"Millions Download ""System Update"" Android Spyware via Google Play","Millions of users looking to get Android software updates have been tricked into downloading spyware on their devices through the Google Play marketplace, Zscaler reveals.  [Read More]",mobile-security
112,https://www.securityweek.com/ambient-light-sensors-put-browser-data-risk-researchers,Ambient Light Sensors Put Browser Data at Risk: Researchers,"The ambient light sensors found in phones, tablets and laptops can be abused to steal sensitive browser data, researchers warn  [Read More]",mobile-security
113,https://www.securityweek.com/flaws-bosch-car-dongle-allow-hackers-stop-engine,Flaws in Bosch Car Dongle Allow Hackers to Stop Engine,Vulnerabilities in Bosch’s Drivelog Connect dongle and its mobile app allow hackers to send malicious CAN messages to a car and stop its engine  [Read More],mobile-security
114,https://www.securityweek.com/shadow-brokers-release-more-nsa-exploits,Shadow Brokers Release More NSA Exploits,"The Shadow Brokers have released more NSA exploits, along with a message to US President Donald Trump  [Read More]",mobile-security
