,Link,Title,Intro,Topic
10,https://www.securityweek.com/philips-working-patches-35-flaws-healthcare-product,Philips Working on Patches for 35 Flaws in Healthcare Product,"Philips working on patches for dozens of flaws affecting IntelliSpace Portal, a visualization and analysis solution designed for healthcare organizations  [Read More]",
11,https://www.securityweek.com/public-advisories-fail-convey-true-impact-ics-flaws,Public Advisories Fail to Convey True Impact of ICS Flaws,Vulnerabilities affecting ICS products often have a higher industrial impact than public advisories lead us to believe  [Read More],
12,https://www.securityweek.com/five-threat-groups-target-industrial-systems-dragos,Five Threat Groups Target Industrial Systems: Dragos,Industrial cybersecurity firm Dragos summarizes the activities of five sophisticated threat groups that target industrial control systems (ICS)  [Read More],
13,https://www.securityweek.com/emerson-patches-severe-flaw-controlwave-controllers,Emerson Patches Severe Flaw in ControlWave Controllers,Emerson patches a high severity DoS vulnerability in its ControlWave hybrid controllers. Over 160 potentially vulnerable devices accessible from the Internet  [Read More],
14,https://www.securityweek.com/siemens-releases-bios-updates-patch-intel-chip-flaws,Siemens Releases BIOS Updates to Patch Intel Chip Flaws,"Siemens releases BIOS updates for several industrial products to patch vulnerabilities found recently in Intel chips, including Meltdown, Spectre and Management Engine (ME) flaws  [Read More]",
15,https://www.securityweek.com/industrial-cybersecurity-firm-cyberx-raises-18-million,Industrial Cybersecurity Firm CyberX Raises $18 Million,"Industrial cybersecurity firm CyberX raises $18 million in Series B funding round, bringing the total amount raised to date to $30 million  [Read More]",
16,https://www.securityweek.com/palo-alto-networks-releases-new-rugged-firewall,Palo Alto Networks Releases New Rugged Firewall,Palo Alto Networks updates PAN-OS operating system and releases a new firewall designed for use in industrial and other harsh environments  [Read More],
17,https://www.securityweek.com/us-energy-department-announces-office-cyber-energy-security,"U.S. Energy Department Announces Office for Cyber, Energy Security","U.S. Department of Energy announces new Office of Cybersecurity, Energy Security, and Emergency Response (CESER)  [Read More]",
18,https://www.securityweek.com/pepperlfuchs-hmis-vulnerable-meltdown-spectre-attacks,"Pepperl+Fuchs HMIs Vulnerable to Meltdown, Spectre Attacks","Pepperl+Fuchs HMIs are vulnerable to Meltdown and Spectre attacks, but exploitation should not be easy if organizations follow security best practices  [Read More]",
19,https://www.securityweek.com/schneider-electric-patches-several-flaws-igss-products,Schneider Electric Patches Several Flaws in IGSS Products,"Schneider Electric patches vulnerabilities in IGSS automation system, including in SCADA software and mobile applications  [Read More]",
20,https://www.securityweek.com/cryptocurrency-miners-not-uncommon-industrial-systems,Cryptocurrency Miners Not Uncommon on Industrial Systems,"Cryptocurrency mining malware is not uncommon on industrial systems, according to several cybersecurity firms  [Read More]",
21,https://www.securityweek.com/cryptocurrency-mining-malware-hits-monitoring-systems-european-water-utility,Cryptocurrency Mining Malware Hits Monitoring Systems at European Water Utility,"Cryptocurrency mining malware worked its way onto four servers connected to an operational technology (OT) network at a wastewater facility in Europe, industrial cybersecurity firm Radiflow told SecurityWeek Wednesday.  [Read More]",
22,https://www.securityweek.com/automation-software-flaws-expose-gas-stations-hacker-attacks,Automation Software Flaws Expose Gas Stations to Hacker Attacks,Gas stations exposed to remote hacker attacks due to several vulnerabilities found in a widely used automation system  [Read More],
23,https://www.securityweek.com/web-server-used-100-ics-products-affected-critical-flaw,Web Server Used in 100 ICS Products Affected by Critical Flaw,A critical flaw that could allow remote code execution has been found in a CODESYS web server component used by over 100 ICS products  [Read More],
24,https://www.securityweek.com/increasing-number-industrial-systems-accessible-web-study,Increasing Number of Industrial Systems Accessible From Web: Study,"The number of industrial control systems (ICS) accessible from the Internet has increased significantly in the past year, reaching more than 175,000  [Read More]",
25,https://www.securityweek.com/siemens-patches-flaws-plant-management-product,Siemens Patches Flaws in Plant Management Product,"Siemens patches several vulnerabilities, including a high severity privilege escalation, in its TeleControl plant management product  [Read More]",
26,https://www.securityweek.com/uk-warns-critical-industries-boost-cyber-defense-or-face-hefty-fines,UK Warns Critical Industries to Boost Cyber Defense or Face Hefty Fines,The UK government has warned that Britain's most critical industries must boost their cyber security or face potentially hefty fines under the EU's Networks and Information Systems Directive (NISD).  [Read More],
27,https://www.securityweek.com/russia-infrastructure-spying-could-cause-total-chaos-uk-defence-minister,Russia Infrastructure Spying Could Cause 'Total Chaos': UK Defence Minister,"Britain's Defence Secretary Gavin Williamson has accused Russia of spying on its critical infrastructure as part of possible plans to create ""total chaos"" in the country that could ""cause thousands and thousands of deaths"".  [Read More]",
28,https://www.securityweek.com/railway-cybersecurity-firm-cylus-emerges-stealth,Railway Cybersecurity Firm Cylus Emerges From Stealth,Israel-based railway cybersecurity startup Cylus emerges from stealth mode with $4.7 million in seed funding  [Read More],
29,https://www.securityweek.com/gemalto-licensing-tool-exposes-ics-corporate-systems-attacks,"Gemalto Licensing Tool Exposes ICS, Corporate Systems to Attacks",A significant number of ICS and corporate systems may be exposed to remote attacks due to serious vulnerabilities in a protection and licensing software from Gemalto  [Read More],
30,https://www.securityweek.com/triton-malware-exploited-zero-day-schneider-electric-devices,Triton Malware Exploited Zero-Day in Schneider Electric Devices,ICS malware known as Triton and Trisis exploited a zero-day vulnerability in Schneider Electric Triconex Safety Instrumented System (SIS) controllers  [Read More],
31,https://www.securityweek.com/mirai-variant-targets-arc-cpu-based-devices,Mirai Variant Targets ARC CPU-Based Devices,"A newly discovered variant of the Mirai Internet of Things (IoT) botnet is targeting devices with ARC (Argonaut RISC Core) embedded processors, researchers warn.  [Read More]",
32,https://www.securityweek.com/shared-accounts-increasingly-problematic-critical-infrastructure-ics-cert,Shared Accounts Increasingly Problematic for Critical Infrastructure: ICS-CERT,"ICS-CERT conducted over 170 assessments in critical infrastructure organizations in 2017 – main weakness remains improper boundary protection, but shared user accounts are increasingly problematic  [Read More]",
33,https://www.securityweek.com/serious-flaws-found-phoenix-contact-industrial-switches,Serious Flaws Found in Phoenix Contact Industrial Switches,"Vulnerabilities allow hackers to take control of Phoenix Contact industrial switches and disrupt operations, researchers warn  [Read More]",
34,https://www.securityweek.com/ics-vendors-assessing-impact-meltdown-spectre-flaws,"ICS Vendors Assessing Impact of Meltdown, Spectre Flaws","ICS vendors are assessing the impact of the Meltdown and Spectre vulnerabilities, but extensive testing is needed before any patches can be applied  [Read More]",
35,https://www.securityweek.com/security-flaws-found-majority-scada-mobile-apps,Security Flaws Found in Majority of SCADA Mobile Apps,An analysis of ICS/SCADA mobile applications from 34 vendors led to the discovery of more than 140 vulnerabilities  [Read More],
36,https://www.securityweek.com/rockwell-automation-patches-serious-flaw-micrologix-1400-plc,Rockwell Automation Patches Serious Flaw in MicroLogix 1400 PLC,Rockwell Automation patches high severity vulnerability in MicroLogix 1400 controllers. Flaw allows DoS attacks and possibly remote code execution  [Read More],
37,https://www.securityweek.com/industrial-cybersecurity-firm-nozomi-networks-raises-15-million,Industrial Cybersecurity Firm Nozomi Networks Raises $15 Million,"Industrial cybersecurity firm Nozomi Networks has raised $15 million in a Series B funding round, the company announced Wednesday.  [Read More]",
38,https://www.securityweek.com/several-vulnerabilities-patched-advantech-webaccess,Several Vulnerabilities Patched in Advantech WebAccess,"Advantech has patched another round of vulnerabilities, including several rated high severity, in its WebAccess HMI/SCADA product  [Read More]",
39,https://www.securityweek.com/industrial-firms-increasingly-hit-targeted-attacks-survey,Industrial Firms Increasingly Hit With Targeted Attacks: Survey,"An increasing number of companies in the industrial sector reported experiencing a targeted attack, according to a Kaspersky survey of nearly 1,000 organizations  [Read More]",
40,https://www.securityweek.com/schneider-electric-patches-flaws-pelco-video-management-system,Schneider Electric Patches Flaws in Pelco Video Management System,"Schneider Electric patches three vulnerabilities, including one rated high severity, in its Pelco VideoXpert Enterprise video management system  [Read More]",
41,https://www.securityweek.com/pepperlfuchs-ecom-rugged-devices-exposed-krack-attacks,Pepperl+Fuchs Ecom Rugged Devices Exposed to KRACK Attacks,"Some of the rugged tablets, phones and PDAs made by Pepperl+Fuchs-owned ecom are vulnerable to KRACK attacks  [Read More]",
42,https://www.securityweek.com/dhs-warns-malware-targeting-industrial-safety-systems,DHS Warns of Malware Targeting Industrial Safety Systems,"DHS warns of malware used to target industrial safety systems. Threat known as Triton and Trisis, but DHS calls it HatMan  [Read More]",
43,https://www.securityweek.com/iran-used-triton-malware-target-saudi-arabia-researchers,"Iran Used ""Triton"" Malware to Target Saudi Arabia: Researchers",Researchers believe Iran used the Triton/Trisis ICS malware to attack a critical infrastructure organization in Saudi Arabia  [Read More],
44,https://www.securityweek.com/new-ics-malware-triton-used-critical-infrastructure-attack,"New ""Triton"" ICS Malware Used in Critical Infrastructure Attack","A new piece of malware designed to target ICS, named ""Triton"", has been used in an attack on a critical infrastructure organization and the goal may have been to cause physical damage  [Read More]",
45,https://www.securityweek.com/upstream-security-raises-9-million-protect-connected-cars-through-cloud,Upstream Security Raises $9 Million to Protect Connected Cars Through the Cloud,"Upstream Security, a Herzliya, Israel-based cybersecurity company that helps protect connected cars and autonomous vehicles, today announced that it has raised $9 million in a Series A funding round.  [Read More]",
46,https://www.securityweek.com/nist-publishes-second-draft-cybersecurity-framework,NIST Publishes Second Draft of Cybersecurity Framework,NIST publishes second draft of the Framework for Improving Critical Infrastructure Cybersecurity  [Read More],
47,https://www.securityweek.com/rockwell-automation-patches-serious-flaw-factorytalk-product,Rockwell Automation Patches Serious Flaw in FactoryTalk Product,Rockwell Automation patches high severity DoS vulnerability in FactoryTalk Alarms and Events (FTAE) product  [Read More],
48,https://www.securityweek.com/serious-flaw-found-many-siemens-industrial-products,Serious Flaw Found in Many Siemens Industrial Products,Many industrial products from Siemens are vulnerable to remote DoS attacks. Hundreds of potentially affected devices connected to the Internet  [Read More],
49,https://www.securityweek.com/hackers-can-steal-data-air-gapped-industrial-networks-plcs,Hackers Can Steal Data From Air-Gapped Industrial Networks via PLCs,Researchers show how hackers can stealthily exfiltrate data from air-gapped industrial networks by manipulating the RF signals emitted by a PLC  [Read More],
50,https://www.securityweek.com/industrial-firms-slow-adopt-cybersecurity-measures-honeywell,Industrial Firms Slow to Adopt Cybersecurity Measures: Honeywell,Honeywell study shows many industrial companies are slow to secure their data and operations against cyber threats  [Read More],
51,https://www.securityweek.com/corporate-iot-implementation-struggling-survey-finds,"Corporate IoT Implementation Struggling, Survey Finds","Remaining competitive is the primary motivation for implementing a corporate 'internet of things' (IoT) strategy; but 90% of those doing so admit the implementation is struggling, according to a recent survey.  [Read More]",
52,https://www.securityweek.com/critical-flaw-wago-plc-exposes-organizations-attacks,Critical Flaw in WAGO PLC Exposes Organizations to Attacks,No patch for critical vulnerability found in WAGO PLCs. Thousands of potentially affected devices connected to the Internet  [Read More],
53,https://www.securityweek.com/ics-cert-advice-av-updates-solid-impractical,"ICS-CERT Advice on AV Updates Solid, But Impractical","ICS-CERT provides solid advice on updating antiviruses in industrial control systems, but it’s not practical and organizations should not believe AVs are enough  [Read More]",
54,https://www.securityweek.com/industrial-cybersecurity-startup-scadafence-secures-10-million,Industrial Cybersecurity Startup SCADAfence Secures $10 Million,Israeli industrial cybersecurity startup SCADAfence has secured $10 million in funding through its recently announced Series A round.  [Read More],
55,https://www.securityweek.com/siemens-patches-several-flaws-teleprotection-devices,Siemens Patches Several Flaws in Teleprotection Devices,"Siemens patches several vulnerabilities, including authentication bypass and DoS flaws, in SWT 3000 teleprotection product  [Read More]",
56,https://www.securityweek.com/recently-patched-dnsmasq-flaws-affect-siemens-industrial-devices,Recently Patched Dnsmasq Flaws Affect Siemens Industrial Devices,Siemens warns customers that the Dnsmasq vulnerabilities found recently by Google researchers affect some of its industrial communications products  [Read More],
57,https://www.securityweek.com/more-industrial-products-risk-krack-attacks,More Industrial Products at Risk of KRACK Attacks,More vendors warn customers that their industrial communications products are vulnerable to the recently disclosed KRACK Wi-Fi attack  [Read More],
58,https://www.securityweek.com/moxa-nport-devices-vulnerable-remote-attacks,Moxa NPort Devices Vulnerable to Remote Attacks,Hundreds of Moxa devices similar to the ones targeted in the 2015 Ukraine power grid hack are vulnerable to remote attacks  [Read More],
59,https://www.securityweek.com/flaw-siemens-rtu-allows-remote-code-execution,Flaw in Siemens RTU Allows Remote Code Execution,Authentication bypass and remote code execution flaws found in Siemens SICAM RTU. No patches available as product has been discontinued  [Read More],
60,https://www.securityweek.com/schneider-electric-patches-critical-flaw-hmi-products,Schneider Electric Patches Critical Flaw in HMI Products,Schneider Electric patches critical remote code execution vulnerability in InduSoft Web Studio and InTouch Machine Edition products  [Read More],
61,https://www.securityweek.com/automotive-cybersecurity-firm-argus-acquired-continental,Automotive Cybersecurity Firm Argus Acquired by Continental,"Argus Cyber Security, a Tel Aviv, Israel-based startup focused on automotive cyber security, has been acquired by Continental subsidiary Elektrobit (EB), which provides embedded software solutions to the automotive industry.  [Read More]",
62,https://www.securityweek.com/poland-eyes-cybersecurity-skies,Poland Eyes Cybersecurity in Skies,Poland agreed to test a cybersecurity pilot program for the aviation sector as Europe's EASA civil aviation authority tackles the potential threats posed by hackers to air traffic.  [Read More],
63,https://www.securityweek.com/siemens-and-tenable-partner-protect-industrial-networks,Siemens and Tenable Partner to Protect Industrial Networks,A partnership between Tenable and Siemens aims to provide improved visibility into vulnerabilities within OT environments.  [Read More],
64,https://www.securityweek.com/advantech-patches-code-execution-flaws-scada-product,Advantech Patches Code Execution Flaws in SCADA Product,Advantech patches arbitrary code execution vulnerabilities in its WebAccess HMI/SCADA product  [Read More],
65,https://www.securityweek.com/russia-linked-hackers-target-turkish-critical-infrastructure,Russia-Linked Hackers Target Turkish Critical Infrastructure,"A Russia-linked threat group has been targeting people associated with Turkish critical infrastructure through compromised Turkish sites, according to threat management firm RiskIQ.  [Read More]",
66,https://www.securityweek.com/industrial-products-also-vulnerable-krack-wi-fi-attack,Industrial Products Also Vulnerable to KRACK Wi-Fi Attack,"Some industrial networking devices are also vulnerable to KRACK Wi-Fi attacks, including from Cisco, Rockwell and Sierra Wireless  [Read More]",
67,https://www.securityweek.com/one-third-industrial-networks-connected-internet-study,One-Third of Industrial Networks Connected to Internet: Study,Study shows one-third of industrial networks are accessible from the Internet and 10% of OT networks are already infected with malware  [Read More],
68,https://www.securityweek.com/dhs-fbi-warn-ongoing-apt-attack-against-critical-infrastructure,"DHS, FBI Warn of Ongoing APT Attack Against Critical Infrastructure","DHS and FBI warn of attacks by Russia-linked actor on government entities and organizations in the energy, nuclear, water, aviation, and critical manufacturing sectors  [Read More]",
69,https://www.securityweek.com/energy-regulator-acts-improve-power-grid-security,Energy Regulator Acts to Improve Power Grid Security,U.S. Federal Energy Regulatory Commission (FERC) proposes new cyber security management controls to enhance power grid reliability and resilience  [Read More],
70,https://www.securityweek.com/siemens-patches-flaws-building-automation-controllers,Siemens Patches Flaws in Building Automation Controllers,"Siemens patches two vulnerabilities, including one rated high severity, in building automation controllers  [Read More]",
71,https://www.securityweek.com/critical-flaw-found-siemens-smart-meters,Critical Flaw Found in Siemens Smart Meters,Siemens releases firmware update for 7KT smart meters to address a critical authentication bypass vulnerability  [Read More],
72,https://www.securityweek.com/utilities-fear-cyberattacks-could-cause-electric-grid-disruptions-survey,Utilities Fear Cyberattacks Could Cause Electric Grid Disruptions: Survey,Utility executives worldwide are concerned that cyberattacks could disrupt their electric distribution grids in the next five years  [Read More],
73,https://www.securityweek.com/serious-flaw-exposes-siemens-industrial-switches-attacks,Serious Flaw Exposes Siemens Industrial Switches to Attacks,Siemens releases patches for high severity access control vulnerability that can be exploited to launch remote attacks on its industrial switches  [Read More],
74,https://www.securityweek.com/thousands-malware-variants-found-industrial-systems-kaspersky,Thousands of Malware Variants Found on Industrial Systems: Kaspersky,"Kaspersky detected 18,000 malware samples belonging to 2,500 families on industrial automation systems in the first half of 2017  [Read More]",
75,https://www.securityweek.com/ddos-attacks-more-likely-hit-critical-infrastructure-apts-europol,DDoS Attacks More Likely to Hit Critical Infrastructure Than APTs: Europol,"While critical infrastructure has been targeted by sophisticated threat actors, attacks involving commonly available tools, such as DDoS, are more likely, says Europol  [Read More]",
76,https://www.securityweek.com/siemens-pas-partner-industrial-cybersecurity,"Siemens, PAS Partner on Industrial Cybersecurity",Siemens and PAS announce strategic partnership to provide cybersecurity solutions for industrial control systems (ICS)  [Read More],
77,https://www.securityweek.com/mocana-integrates-embedded-security-software-industrial-cloud-platforms,Mocana Integrates Embedded Security Software With Industrial Cloud Platforms,"Mocana this week announced that it has verified the integration of its IoT Security Platform with the IoT cloud platforms of Amazon Web Services, Microsoft Azure IoT, and VMware.  [Read More]",
78,https://www.securityweek.com/us-energy-department-invests-20-million-cybersecurity,U.S. Energy Department Invests $20 Million in Cybersecurity,US Energy Department announces $50 million investment in tools and technology to improve resilience and security of energy infrastructure. Over $20 million allocated for cybersecurity  [Read More],
79,https://www.securityweek.com/smiths-medical-patch-serious-flaws-syringe-infusion-pumps,Smiths Medical to Patch Serious Flaws in Syringe Infusion Pumps,Smiths Medical Medfusion 4000 wireless syringe infusion pumps affected by serious flaws. Patches coming only next year  [Read More],
80,https://www.securityweek.com/injection-attacks-common-energy-and-utilities-sector-ibm,Injection Attacks Common in Energy and Utilities Sector: IBM,Firms in the energy and utilities sector increasingly targeted and most attacks involved command injections  [Read More],
81,https://www.securityweek.com/hackers-target-control-systems-us-energy-firms-symantec,Hackers Target Control Systems in U.S. Energy Firms: Symantec,Russia-linked hackers apparently targeting control systems in energy facilities in the United States and Europe  [Read More],
82,https://www.securityweek.com/serious-flaws-found-westermo-industrial-routers,Serious Flaws Found in Westermo Industrial Routers,Westermo patches high severity vulnerabilities found by Qualys in the company’s MRD industrial wireless routers  [Read More],
83,https://www.securityweek.com/siemens-patches-flaws-automation-power-distribution-products,"Siemens Patches Flaws in Automation, Power Distribution Products",Siemens releases patches for vulnerabilities affecting automation and power distribution products  [Read More],
84,https://www.securityweek.com/cisco-ios-flaws-expose-rockwell-industrial-switches-remote-attacks,Cisco IOS Flaws Expose Rockwell Industrial Switches to Remote Attacks,Vulnerabilities in Cisco’s IOS software expose industrial switches from Rockwell Automation to remote attacks  [Read More],
85,https://www.securityweek.com/reports-suggests-fleeting-window-prevent-major-cyber-attack-critical-infrastructure,Report Suggests 'Fleeting Window' to Prevent Major Cyber Attack on Critical Infrastructure,"A report from The National Infrastructure Advisory Council (NIAC) warns there is a narrow and fleeting window to prepare for and prevent ""a 9/11-level cyber-attack"" against the U.S. critical infrastructure.  [Read More]",
86,https://www.securityweek.com/automated-logic-patches-flaws-building-automation-system,Automated Logic Patches Flaws in Building Automation System,"Automated Logic patches several vulnerabilities, including one high severity flaw, in its WebCTRL building automation product  [Read More]",
87,https://www.securityweek.com/researchers-demo-remote-hacking-industrial-cobots,Researchers Demo Remote Hacking of Industrial Cobots,"IOActive researchers show how a remote attacker can hack an industrial collaborative robot, or cobot  [Read More]",
88,https://www.securityweek.com/tech-leaders-warn-against-pandoras-box-robotic-weapons,"Tech Leaders Warn Against ""Pandora's Box"" of Robotic Weapons",Elon Musk and over 100 robotics and AI entrepreneurs demand global ban on killer robots  [Read More],
89,https://www.securityweek.com/healthcare-providers-warned-flaws-philips-product,Healthcare Providers Warned of Flaws in Philips Product,Philips and ICS-CERT warn healthcare providers of potentially serious vulnerabilities in a radiation exposure tool  [Read More],
90,https://www.securityweek.com/dragos-raises-10-million-protect-critical-infrastructure-cyber-attacks,Dragos Raises $10 Million to Protect Critical Infrastructure From Cyber Attacks,Dragos has raised $10 million through a Series A round of funding led by investors Energy Impact Partners (EIP) and Allegis Capital.  [Read More],
91,https://www.securityweek.com/fuji-electric-patches-vulnerabilities-hmi-software,Fuji Electric Patches Vulnerabilities in HMI Software,"Fuji Electric updated its Monitouch V-SFT HMI software to address several vulnerabilities, including remote code execution flaws  [Read More]",
92,https://www.securityweek.com/engineering-firm-exposed-electrical-infrastructure-details-researchers,Engineering Firm Exposed Electrical Infrastructure Details: Researchers,Exposed systems operated by Texas-based electrical engineering operator Power Quality Engineering (PQE) resulted in electrical infrastructure information of various clients being exposed to the Internet.  [Read More],
93,https://www.securityweek.com/fuzzing-tests-show-ics-protocols-least-mature,Fuzzing Tests Show ICS Protocols Least Mature,Fuzzing tests conducted by Synopsys customers show industrial protocols are the least mature and the most risky  [Read More],
94,https://www.securityweek.com/solar-panel-flaws-put-power-grids-risk-researcher,Solar Panel Flaws Put Power Grids at Risk: Researcher,"Vulnerabilities found by a researcher in solar panels may allow hackers to disrupt power grids, but the affected vendor says his claims are greatly exaggerated  [Read More]",
95,https://www.securityweek.com/schneider-electric-claroty-partner-industrial-network-security,"Schneider Electric, Claroty Partner on Industrial Network Security",Schneider Electric and industrial cybersecurity startup Claroty have teamed up to offer solutions for securing industrial infrastructure  [Read More],
96,https://www.securityweek.com/exploited-windows-flaws-affect-siemens-medical-imaging-products,Exploited Windows Flaws Affect Siemens Medical Imaging Products,Siemens warns customers that some of its medical imaging products are exposed to attacks due to Windows vulnerabilities exploited in the wild  [Read More],
97,https://www.securityweek.com/new-legislation-could-force-security-iot,New Legislation Could Force Security Into IoT,A a group of senators has introduced bipartisan legislation to force vendors to ensure basic security within their IoT devices if they wish to sell into the government market.  [Read More],
98,https://www.securityweek.com/critical-vulnerabilities-found-mitsubishi-hmi-tool,Critical Vulnerabilities Found in Mitsubishi HMI Tool,"ICS-CERT and ZDI disclose details of critical vulnerabilities affecting Mitsubishi Electric’s E-Designer, a tool used to program E1000 HMIs  [Read More]",
99,https://www.securityweek.com/ics-cert-warns-can-bus-vulnerability,ICS-CERT Warns of CAN Bus Vulnerability,ICS-CERT issues warning for a CAN bus vulnerability after researchers publish a PoC exploit for DoS attacks  [Read More],
100,https://www.securityweek.com/tesla-model-x-hacked-chinese-experts,Tesla Model X Hacked by Chinese Experts,Researchers from China-based Tencent managed to remotely hack a Tesla Model X. The carmaker patched the flaws they exploited  [Read More],
101,https://www.securityweek.com/researchers-demo-physical-attack-car-wash-hack,Researchers Demo Physical Attack via Car Wash Hack,Researchers demonstrate how a hacker can hijack a connected car wash and use it to physically attack a vehicle and its occupants  [Read More],
102,https://www.securityweek.com/critical-vulnerabilities-found-nuke-plant-radiation-monitors,Critical Vulnerabilities Found in Nuke Plant Radiation Monitors,Researchers have discovered multiple unpatched vulnerabilities in different radiation monitoring devices used in nuclear power plants.  [Read More],
103,https://www.securityweek.com/hacked-smart-fish-tank-exfiltrated-data-rare-external-destination,Hacked Smart Fish Tank Exfiltrated Data to 'Rare External Destination',"An internet-connected smart fish tank transferred 10GB of data to an adversary's server in Finland, according to a report from UK cybersecurity firm Darktrace  [Read More]",
104,https://www.securityweek.com/hundreds-java-flaws-patched-schneider-trio-tview-software,Hundreds of Java Flaws Patched by Schneider in Trio TView Software,Schneider Electric was informed by a researcher that its Trio TView software uses a version of Java from 2011 affected by over 360 vulnerabilities  [Read More],
105,https://www.securityweek.com/new-cyberx-technology-predicts-ics-attack-vectors,New CyberX Technology Predicts ICS Attack Vectors,CyberX launches new technology that allows organizations to simulate breach and attack vectors on their ICS networks  [Read More],
106,https://www.securityweek.com/crowdstrike-dragos-partner-deliver-comprehensive-ics-security-services,"CrowdStrike, Dragos Partner on ICS Security Services",CrowdStrike and Dragos form strategic partnership to provide comprehensive ICS / SCADA security services.  [Read More],
107,https://www.securityweek.com/2017-ics-cyber-security-conference-call-speakers-open-through-august-15,2017 ICS Cyber Security Conference Call for Speakers Open Through August 15,"The official Call for Papers (speakers) for SecurityWeek’s 2017 Industrial Control Systems (ICS) Cyber Security Conference, being held October 23 – 26, 2017 at the InterContinental Buckhead Atlanta, Georgia, USA is open through August 15, 2017.  [Read More]",
108,https://www.securityweek.com/uk-spy-agency-warns-state-sponsored-hackers-targeting-critical-infrastructure,UK Spy Agency Warns of State-sponsored Hackers Targeting Critical Infrastructure,"Britain's GCHQ has warned that state-sponsored hackers are targeting Industrial Control System (ICS) engineering and services organizations, which have likely have been compromised.  [Read More]",
109,https://www.securityweek.com/inadequate-boundary-protections-common-critical-infrastructure-ics-cert,Inadequate Boundary Protections Common in Critical Infrastructure: ICS-CERT,"Boundary protection weaknesses remain the most prevalent in critical infrastructure sectors, according to assessments conducted in 2016 by ICS-CERT  [Read More]",
110,https://www.securityweek.com/ics-security-pros-increasingly-concerned-about-ransomware-survey,ICS Security Pros Increasingly Concerned About Ransomware: Survey,"Industrial control systems (ICS) security experts are most concerned about embedded controllers, internal threats, hacktivists and nation states, and ransomware  [Read More]",
111,https://www.securityweek.com/template-injection-used-attacks-us-critical-infrastructure,Template Injection Used in Attacks on U.S. Critical Infrastructure,Hackers used template injection to phish credentials in recent attacks targeting critical infrastructure companies in the U.S. and Europe  [Read More],
112,https://www.securityweek.com/vulnerabilities-found-siemens-building-tech-smart-grid-products,"Vulnerabilities Found in Siemens Building Tech, Smart Grid Products",Siemens and ICS-CERT warned users of vulnerabilities affecting various building technology and smart grid products  [Read More],
113,https://www.securityweek.com/unpatched-flaws-schneider-electric-umotion-builder-disclosed,Unpatched Flaws in Schneider Electric U.motion Builder Disclosed,Details of unpatched vulnerabilities affecting a component of Schneider Electric’s U.motion building automation solution disclosed  [Read More],
114,https://www.securityweek.com/group-pushes-industrial-control-systems-ics-security-testing-standards,Group Pushes For Industrial Control Systems (ICS) Security Testing Standards,"There is a pressing need for technical assurance standards for industrial control systems (ICS), says CREST (a leading UK accreditation body), and supported by the UK National Cyber Security Centre (NCSC).  [Read More]",
